day_of_week,shift,peak_period,staff_count,order_volume,avg_items_per_order,avg_pick_distance_m,automation_utilization_pct,absenteeism_pct,equipment_downtime_min,new_hire_share_pct,throughput_units_per_hour
Monday,Evening,0,20,485,2.53,31.8,80.6,4.5,7.9,18.2,77.1
Saturday,Night,0,33,658,3.15,20.7,97.3,7.1,1.0,2.7,121.5
Monday,Day,0,33,533,3.4,17.2,89.0,8.6,6.2,4.6,106.5
Monday,Day,0,45,562,2.95,13.2,91.6,4.7,1.9,11.0,128.0
Saturday,Day,0,43,474,3.11,35.2,66.0,1.2,5.3,3.4,102.7
Sunday,Evening,0,18,465,2.95,26.0,69.9,9.5,1.6,3.3,78.8
Saturday,Evening,0,36,531,2.81,17.8,70.8,7.7,26.9,9.1,99.0
Thursday,Evening,0,47,392,2.09,32.2,91.2,6.9,13.2,18.9,94.1
Thursday,Day,0,52,435,2.23,30.1,68.3,3.1,5.6,18.8,114.2
Thursday,Day,0,29,556,2.06,13.9,68.6,8.2,18.9,14.2,90.5
Wednesday,Evening,0,19,554,2.72,17.5,66.8,11.3,3.5,13.3,80.5
Thursday,Night,0,23,436,2.93,21.2,99.0,4.8,16.0,26.6,77.4
Thursday,Day,0,30,361,2.0,15.6,76.6,5.5,9.4,8.2,100.0
Friday,Day,0,34,472,2.84,21.4,83.3,2.0,3.7,13.7,122.5
Sunday,Day,1,31,518,2.32,26.3,68.6,3.0,10.8,7.9,99.2
Sunday,Day,1,21,662,2.21,13.8,89.6,2.0,13.7,3.0,108.8
Monday,Day,0,30,479,2.46,23.8,60.3,5.6,6.4,20.3,91.0
Wednesday,Day,0,29,444,2.18,29.0,68.2,4.2,12.5,9.9,99.4
Tuesday,Evening,0,36,468,3.13,24.4,70.7,6.3,11.7,16.9,77.6
Wednesday,Day,0,21,510,2.71,21.5,80.2,2.5,8.6,10.3,94.7
Wednesday,Day,0,48,494,3.25,18.0,70.1,4.7,1.6,20.7,115.8
Tuesday,Day,1,33,531,2.56,27.0,95.2,2.3,8.3,5.0,124.1
Saturday,Night,1,30,621,2.58,14.9,85.0,5.8,6.3,20.1,111.8
Thursday,Day,0,52,514,3.83,23.5,71.1,0.3,10.2,18.3,118.2
Sunday,Day,0,46,625,1.91,22.2,88.0,5.7,2.5,0.0,144.0
Monday,Day,0,23,429,3.51,28.8,74.1,4.4,12.8,8.4,73.0
Monday,Evening,0,23,487,3.71,18.5,72.1,5.7,4.2,19.1,85.8
Wednesday,Night,0,18,508,3.22,19.0,87.0,0.2,2.6,23.5,92.3
Monday,Day,1,39,616,2.62,14.5,55.5,7.2,11.4,17.0,110.2
Tuesday,Day,1,31,754,3.58,24.6,87.3,4.3,19.2,9.2,103.0
Sunday,Day,0,32,589,2.62,19.5,70.9,5.9,7.5,5.2,108.2
Tuesday,Evening,0,37,576,2.41,16.8,70.9,0.0,18.2,16.0,109.3
Tuesday,Night,0,38,464,2.59,17.4,97.6,1.5,3.7,9.0,112.1
Friday,Day,0,18,724,2.49,25.2,72.7,4.0,3.0,9.3,86.5
Thursday,Day,0,22,417,2.28,15.4,87.6,9.3,15.1,10.4,92.6
Friday,Evening,0,47,682,3.41,15.9,80.8,6.8,10.3,18.2,110.2
Wednesday,Evening,0,54,523,2.37,27.4,81.8,5.6,1.8,24.6,125.9
Saturday,Day,0,49,637,2.78,21.0,75.5,2.4,20.5,19.2,108.6
Monday,Day,0,52,425,2.01,27.7,75.0,1.9,6.3,12.1,123.7
Thursday,Day,0,35,555,2.82,19.8,93.3,6.0,6.8,5.7,115.1
Friday,Evening,0,49,616,2.16,22.0,87.3,7.3,22.5,16.7,100.6
Sunday,Evening,1,51,532,2.15,22.9,75.0,5.8,18.6,23.7,119.6
Wednesday,Evening,0,51,434,2.74,30.3,67.5,10.3,17.6,19.0,85.9
Friday,Night,0,23,252,3.38,29.8,72.2,3.2,3.7,13.5,63.3
Monday,Day,0,23,438,3.04,28.9,87.8,5.7,8.5,8.6,83.8
Tuesday,Day,0,33,387,3.08,18.2,89.8,0.1,9.9,14.4,91.7
Monday,Day,0,37,434,2.73,16.1,83.5,5.8,2.8,20.1,100.0
Saturday,Night,0,54,743,2.62,26.6,61.8,9.6,1.8,13.6,112.1
Wednesday,Evening,0,30,613,3.24,30.3,85.5,2.1,6.0,11.3,108.6
Saturday,Day,1,49,553,2.49,29.0,93.0,7.7,12.7,7.2,137.2
Monday,Day,0,51,508,3.26,22.1,79.7,9.5,0.2,30.1,133.8
Sunday,Evening,0,54,531,3.48,26.4,97.8,3.1,7.2,5.8,128.8
Saturday,Evening,0,25,458,2.34,26.5,64.8,6.6,2.1,5.1,83.6
Monday,Evening,0,27,452,2.42,22.9,84.8,9.9,13.6,13.1,84.1
Monday,Day,0,26,481,2.5,23.2,67.8,5.9,8.8,10.6,86.1
Monday,Night,1,45,462,1.99,22.6,90.6,7.6,2.1,19.2,110.8
Saturday,Evening,1,44,572,2.54,17.3,86.1,0.0,13.8,19.4,125.9
Tuesday,Evening,0,33,461,3.52,17.9,96.0,7.0,8.8,3.5,106.0
Thursday,Evening,0,21,464,2.22,17.8,83.0,6.8,5.6,6.7,72.8
Thursday,Night,0,37,363,3.53,12.4,74.0,1.2,27.2,5.9,77.4
Saturday,Night,0,45,390,2.56,22.9,73.1,2.3,6.1,17.5,92.6
Thursday,Evening,0,36,446,3.96,21.8,75.5,7.0,4.2,15.0,90.4
Thursday,Day,0,28,559,2.43,26.6,72.9,4.3,10.9,9.4,99.8
Sunday,Day,1,40,648,2.72,29.6,93.5,8.5,21.3,13.5,125.2
Tuesday,Night,0,43,574,2.3,29.9,90.8,6.1,0.3,4.1,113.9
Saturday,Evening,0,40,424,2.42,30.5,63.0,5.4,15.8,6.8,93.1
Monday,Day,1,51,653,3.54,17.5,80.4,4.7,11.2,2.9,123.5
Thursday,Day,0,29,441,3.06,13.4,78.6,6.1,18.9,13.0,82.3
Sunday,Night,0,41,486,3.37,27.6,70.2,7.6,16.6,13.0,89.4
Friday,Night,0,50,381,2.08,30.3,82.4,6.8,9.6,5.1,95.3
Friday,Night,1,26,818,3.16,31.3,94.6,3.9,11.0,14.9,104.9
Tuesday,Day,0,28,304,2.27,24.9,86.9,8.9,7.6,19.4,88.3
Wednesday,Evening,0,19,613,2.06,10.0,91.5,7.2,19.5,4.8,86.4
Wednesday,Night,0,32,434,2.93,24.2,70.8,6.4,3.6,9.7,74.0
Thursday,Day,0,19,527,2.93,25.3,78.4,5.5,7.5,15.6,78.9
Thursday,Day,0,46,602,2.83,29.5,70.3,6.7,12.7,12.0,105.1
Wednesday,Night,0,21,506,3.19,30.6,80.4,0.0,13.8,2.4,68.5
Wednesday,Day,0,44,401,3.28,27.5,81.3,5.9,13.8,8.9,92.0
Tuesday,Evening,0,40,502,3.61,18.5,87.6,10.1,10.3,8.7,100.4
Wednesday,Evening,0,55,627,2.15,15.8,91.1,5.9,13.9,10.8,140.8
Tuesday,Evening,0,31,361,3.63,25.2,84.9,5.5,11.0,11.1,77.6
Sunday,Day,0,31,676,3.84,17.2,69.4,3.4,22.6,23.0,97.7
Friday,Evening,1,27,697,2.6,30.9,66.5,6.7,3.5,10.5,94.8
Monday,Day,0,38,414,1.88,11.8,83.2,4.6,13.9,0.0,117.7
Friday,Night,0,26,370,2.04,25.4,93.0,9.1,6.6,12.6,75.2
Saturday,Day,0,22,489,2.55,23.9,77.8,2.6,8.0,24.2,92.2
Tuesday,Evening,0,54,259,3.91,20.8,62.7,3.8,23.8,10.8,90.4
Tuesday,Evening,0,43,406,2.81,16.4,98.8,3.4,23.6,8.9,116.2
Monday,Day,0,22,430,2.46,9.6,82.9,10.7,19.5,9.9,86.6
Monday,Day,0,41,353,2.42,18.8,79.7,4.6,4.7,16.1,109.5
Saturday,Evening,0,29,561,2.07,18.9,66.3,3.6,4.3,9.8,91.5
Sunday,Day,1,24,634,3.28,28.7,80.2,0.0,2.1,1.4,109.6
Monday,Day,0,35,395,2.75,17.3,84.9,2.5,20.7,7.3,92.8
Saturday,Evening,0,47,459,3.95,24.7,83.0,6.8,2.8,11.5,105.5
Monday,Night,0,18,444,3.15,14.2,71.2,6.8,5.6,15.7,69.7
Friday,Evening,0,31,487,3.26,24.9,77.4,3.2,4.8,7.9,97.1
Saturday,Day,0,52,443,2.67,8.6,71.8,3.4,4.2,9.9,133.8
Wednesday,Night,0,32,437,2.2,34.6,94.6,10.8,1.0,12.3,99.5
Monday,Evening,0,21,430,2.32,21.2,86.9,13.3,5.2,6.6,84.8
Friday,Day,0,34,392,2.05,8.0,72.8,8.6,8.5,11.4,91.5
Sunday,Day,0,43,448,3.3,17.7,66.3,9.9,2.4,15.3,108.7
Tuesday,Day,0,55,520,2.59,16.7,80.8,10.5,3.7,3.7,137.2
Tuesday,Day,0,41,519,3.32,18.1,73.1,11.8,18.7,14.1,106.2
Monday,Evening,1,19,593,2.87,19.8,75.8,4.3,3.1,4.4,94.9
Thursday,Day,0,48,539,2.64,18.0,66.6,2.6,6.9,4.5,123.2
Friday,Evening,0,47,387,2.16,17.1,67.9,10.7,7.2,7.4,112.6
Saturday,Day,0,42,420,2.97,15.0,79.6,2.3,3.8,21.6,117.0
Saturday,Day,0,52,486,2.68,26.9,75.3,2.1,15.0,0.0,113.0
Sunday,Day,1,47,797,3.3,29.2,99.0,2.2,18.1,8.8,120.2
Saturday,Evening,1,26,686,2.41,20.5,85.9,4.8,1.8,11.8,127.6
Tuesday,Evening,1,34,599,3.14,21.9,68.5,0.0,4.7,20.2,94.0
Thursday,Day,0,37,622,3.7,15.2,62.6,0.9,3.5,25.6,107.5
Wednesday,Day,0,36,443,2.95,22.4,82.0,3.3,5.7,9.0,113.2
Wednesday,Day,1,42,862,3.23,23.4,76.0,1.6,7.3,15.8,110.9
Sunday,Night,0,44,381,3.11,20.7,91.3,8.4,1.1,11.3,98.8
Friday,Day,0,21,404,3.84,24.4,80.8,5.2,7.2,11.3,69.8
Sunday,Evening,0,39,439,3.0,23.9,58.2,6.9,23.7,13.9,95.8
Wednesday,Day,0,19,446,3.18,15.7,67.8,6.6,16.9,0.9,91.6
Thursday,Day,0,37,398,2.78,29.2,71.2,4.6,8.5,11.7,90.0
Thursday,Evening,0,34,702,2.37,20.8,82.4,8.2,1.3,15.2,115.0
Monday,Evening,1,25,645,2.14,32.1,69.5,6.6,13.5,6.0,94.7
Tuesday,Day,1,55,689,3.5,24.5,81.5,4.2,5.1,15.2,136.8
Thursday,Night,1,27,566,2.25,33.8,66.6,0.1,15.9,0.0,76.6
Monday,Day,0,20,400,3.21,29.1,78.1,6.8,14.2,12.7,88.6
Sunday,Day,0,31,572,3.03,23.4,81.7,1.4,5.6,21.4,94.5
Monday,Day,0,46,296,3.3,17.7,92.6,6.3,6.8,10.5,112.6
Tuesday,Evening,1,18,516,2.52,17.8,82.5,5.4,3.6,5.2,89.1
Saturday,Evening,0,36,467,2.37,25.2,69.8,1.1,1.4,2.0,116.7
Monday,Day,1,33,763,3.01,22.9,94.9,6.0,7.1,14.7,125.1
Sunday,Night,0,50,394,2.64,18.5,76.2,5.8,12.1,18.5,97.5
Saturday,Evening,0,18,530,2.12,27.0,85.7,5.8,7.8,11.6,81.4
Monday,Night,0,18,413,3.87,22.2,71.9,5.6,6.5,8.8,55.0
Friday,Night,0,39,578,2.36,27.0,78.9,3.2,11.0,0.0,107.7
Friday,Night,1,24,484,2.25,16.1,72.0,7.0,6.3,12.9,91.9
Saturday,Evening,0,44,560,2.67,28.0,81.2,3.1,8.5,7.2,114.5
Saturday,Day,0,28,491,3.49,25.0,86.0,2.0,5.5,7.6,101.3
Saturday,Day,0,39,598,1.61,29.2,73.1,7.2,7.0,23.3,126.7
Friday,Evening,1,19,582,3.44,27.9,74.5,8.0,2.2,0.0,95.0
Wednesday,Day,0,44,472,2.3,21.5,81.6,7.0,4.0,0.3,130.9
Friday,Evening,0,37,470,2.95,21.0,69.7,4.6,23.3,13.6,70.1
Sunday,Day,0,18,380,2.43,32.7,62.8,0.0,2.0,9.3,85.1
Friday,Night,0,28,333,3.9,20.3,81.5,9.6,24.4,8.4,63.5
Friday,Day,0,20,445,2.87,26.5,76.9,0.0,8.2,13.9,75.4
Thursday,Night,1,19,622,2.41,19.7,78.7,7.0,1.4,13.8,83.8
Saturday,Day,0,44,438,2.63,10.8,83.2,11.5,13.8,5.2,112.7
Sunday,Day,0,34,444,2.85,14.6,84.6,5.6,1.9,7.9,102.7
Tuesday,Night,0,48,241,2.9,24.4,76.4,6.1,12.9,12.3,82.8
Tuesday,Night,0,27,385,3.04,26.2,66.8,6.3,10.0,13.2,65.4
Thursday,Evening,0,45,552,2.8,24.5,71.6,5.8,7.8,15.4,112.8
Thursday,Night,1,41,677,2.04,28.9,85.8,12.3,9.1,7.9,106.0
Friday,Day,0,43,492,2.61,24.3,79.4,2.7,9.5,14.4,110.1
Monday,Night,0,49,433,3.13,17.3,72.5,2.3,6.1,18.7,114.2
Wednesday,Day,0,44,391,2.43,25.6,70.2,4.2,25.6,12.3,81.9
Friday,Evening,0,46,634,3.17,23.0,84.2,10.4,19.1,11.3,110.0
Friday,Day,0,46,696,2.82,18.5,75.8,3.5,13.4,10.4,126.9
Friday,Day,1,34,696,2.68,24.8,87.5,6.5,5.5,7.7,123.4
Saturday,Evening,0,45,736,3.46,22.5,86.8,8.4,5.0,5.4,119.6
Friday,Evening,0,50,415,1.84,18.4,74.9,7.5,9.5,9.9,105.5
Saturday,Day,1,46,571,2.43,20.9,89.5,8.3,5.1,15.2,144.0
Friday,Night,0,41,388,3.48,30.5,79.4,9.5,6.2,5.8,81.9
Thursday,Evening,0,20,434,3.81,30.3,80.7,6.1,13.6,11.5,59.1
Friday,Day,1,34,900,4.06,23.1,58.1,3.8,19.6,10.7,97.0
Monday,Evening,1,20,588,2.83,22.3,70.3,5.6,9.6,24.4,77.2
Tuesday,Day,0,21,383,3.05,13.4,68.8,4.2,8.7,17.1,87.4
Thursday,Day,0,31,390,3.25,32.3,74.8,12.8,1.3,16.9,80.2
Sunday,Evening,1,35,743,3.5,28.2,81.1,3.6,13.1,18.4,115.6
Friday,Day,0,38,595,2.97,26.5,79.6,6.6,14.2,8.2,110.1
Monday,Day,0,52,409,3.31,8.4,80.9,0.7,16.7,21.6,115.9
Friday,Evening,1,46,482,3.05,22.2,73.2,5.6,37.3,13.1,101.7
Tuesday,Day,0,34,358,3.09,21.2,84.9,4.3,4.9,11.7,94.7
Saturday,Night,0,30,629,2.29,26.1,96.1,7.2,21.6,3.5,95.5
Saturday,Evening,0,45,555,2.62,19.3,74.5,7.3,20.1,9.2,112.6
Friday,Day,0,28,506,2.51,20.6,71.4,9.5,8.8,0.0,96.7
Friday,Evening,0,51,658,2.15,25.7,71.1,9.2,1.9,10.3,119.9
Wednesday,Day,0,47,656,1.89,17.4,78.9,5.0,18.4,8.0,115.3
Thursday,Evening,0,43,452,2.57,18.6,72.7,2.4,22.1,9.2,100.3
Sunday,Day,0,27,473,2.65,23.2,60.7,2.7,2.6,2.3,92.7
Saturday,Night,0,41,410,2.86,30.0,63.4,6.1,12.3,16.9,85.1
Thursday,Day,0,49,448,3.11,26.9,88.2,5.7,8.3,16.1,112.8
Wednesday,Evening,0,20,309,2.9,28.5,90.8,6.0,7.9,23.8,63.4
Monday,Day,0,24,313,2.66,22.4,94.0,3.6,1.4,23.6,87.5
Tuesday,Day,0,37,301,2.3,31.0,80.3,9.5,18.1,13.1,83.6
Tuesday,Evening,0,31,548,3.28,11.6,68.1,0.8,5.5,19.2,104.1
Wednesday,Evening,0,44,302,2.74,34.1,73.6,3.4,28.1,13.8,83.5
Sunday,Night,0,33,615,2.56,34.9,63.1,2.0,6.5,9.0,111.1
Thursday,Day,0,55,406,2.7,24.7,62.7,4.6,4.9,10.1,119.3
Tuesday,Day,0,29,630,2.4,27.0,80.6,8.9,5.4,16.5,96.7
Monday,Day,1,31,600,2.51,21.8,85.4,4.3,6.8,35.0,106.8
Wednesday,Day,0,18,321,2.49,20.7,97.6,5.5,6.7,20.2,86.2
Saturday,Night,0,27,587,2.64,18.3,77.2,7.2,18.1,13.7,93.5
Wednesday,Night,1,26,738,3.16,21.7,66.4,4.2,6.6,15.4,101.4
Saturday,Night,1,46,559,3.02,25.3,78.8,6.3,20.3,15.3,98.1
Saturday,Day,0,30,478,3.65,24.5,75.2,6.0,17.8,11.4,97.6
Monday,Day,0,25,369,3.47,33.9,73.1,1.8,16.1,17.3,71.7
Friday,Evening,0,29,469,3.88,22.6,81.4,3.8,14.1,10.9,77.9
Sunday,Day,0,39,485,3.11,13.1,65.9,6.3,3.0,4.9,111.5
Wednesday,Evening,1,47,597,3.1,31.9,81.3,9.0,14.8,15.4,119.1
Monday,Day,0,55,282,2.53,14.7,84.5,9.0,17.8,16.3,114.4
Sunday,Day,1,19,600,3.25,18.6,94.2,11.5,21.2,11.0,82.0
Sunday,Night,0,49,497,2.44,23.6,81.1,6.7,1.5,14.2,108.0
Thursday,Day,0,32,455,1.99,24.5,88.4,4.0,17.2,18.7,88.3
Thursday,Night,0,48,399,3.64,13.3,73.6,5.0,1.5,11.6,100.7
Tuesday,Day,1,19,557,2.11,17.5,77.0,4.9,12.8,8.9,96.3
Saturday,Day,0,41,452,3.04,13.1,91.5,4.0,11.2,7.0,111.2
Thursday,Day,0,53,609,2.32,25.7,64.3,6.3,3.6,10.2,124.9
Monday,Day,0,19,347,3.42,29.1,74.0,6.5,8.7,22.7,76.0
Friday,Evening,0,48,548,3.49,14.7,89.3,1.7,7.3,10.6,137.1
Sunday,Day,0,22,479,3.09,28.0,75.9,8.5,11.7,14.5,92.2
Saturday,Evening,0,55,513,3.49,27.6,75.1,0.0,8.4,9.7,110.9
Tuesday,Night,0,46,350,2.8,18.0,75.3,4.5,10.5,9.1,111.4
Monday,Day,0,52,422,4.03,10.1,79.2,8.6,6.3,5.8,120.4
Sunday,Day,0,52,474,3.21,15.6,88.9,7.0,34.9,12.7,112.5
Sunday,Day,0,30,426,2.3,18.4,87.2,4.1,10.7,8.4,112.2
Thursday,Evening,1,33,666,2.84,31.3,80.1,11.1,5.5,20.9,105.3
Friday,Evening,1,44,703,2.72,21.3,90.9,3.9,5.2,11.2,116.7
Thursday,Day,0,24,681,2.66,16.0,81.4,0.0,14.2,11.7,100.0
Wednesday,Evening,0,29,476,1.89,22.9,86.6,6.6,45.0,10.7,70.8
Monday,Evening,0,21,253,3.01,14.2,67.7,0.0,19.2,14.6,55.0
Monday,Day,1,51,745,2.04,25.1,97.4,2.7,8.0,22.4,150.7
Tuesday,Day,0,27,446,1.41,16.1,80.2,7.1,1.3,4.7,116.2
Saturday,Night,0,33,656,2.61,17.0,50.5,3.8,3.8,13.9,98.5
Tuesday,Day,1,35,785,2.38,24.3,96.6,6.9,4.8,1.0,130.6
Tuesday,Day,0,32,417,2.33,32.5,78.1,1.7,1.2,20.6,98.0
Thursday,Day,0,47,544,1.3,35.2,74.0,7.8,6.9,11.2,118.6
Tuesday,Evening,0,52,389,2.33,15.8,71.9,0.1,13.0,1.5,127.4
Tuesday,Day,0,39,465,2.7,18.4,82.4,9.2,5.8,3.1,97.6
Friday,Day,0,49,564,2.45,25.1,69.1,3.8,15.4,17.7,118.9
Wednesday,Day,1,22,756,3.01,29.0,74.2,9.8,5.1,0.3,98.0
Friday,Evening,0,54,565,3.57,9.0,72.5,2.7,2.1,13.9,124.5
Sunday,Day,0,22,482,3.08,22.5,75.1,11.0,4.3,9.0,83.1
Tuesday,Night,1,20,836,3.36,19.1,74.8,2.3,3.9,10.6,106.4
Sunday,Day,1,18,620,3.41,10.5,88.5,0.0,1.6,7.3,104.8
Sunday,Day,0,27,322,2.24,14.0,80.7,5.3,3.1,5.3,98.3
Saturday,Night,0,49,331,3.04,18.6,81.9,8.9,1.0,8.6,120.2
Friday,Night,0,29,595,3.35,22.4,84.1,7.6,0.9,16.0,84.0
Friday,Day,0,48,493,2.56,28.0,77.1,8.7,5.7,10.0,112.2
Friday,Night,0,34,470,2.37,24.1,67.8,7.6,4.7,14.9,87.5
Friday,Evening,0,21,428,3.09,27.7,96.1,2.7,30.0,10.3,74.3
Monday,Day,1,35,592,1.99,22.2,89.3,7.5,3.3,16.3,120.1
Sunday,Night,0,26,355,2.2,17.8,94.1,5.5,5.4,14.9,82.7
Friday,Evening,0,29,525,2.43,20.9,88.3,3.1,9.2,8.2,104.9
Saturday,Day,0,37,501,3.05,26.2,73.4,5.7,16.2,5.3,100.5
Wednesday,Evening,1,48,671,2.92,28.2,56.5,5.0,20.6,18.7,110.4
Monday,Day,0,40,487,3.37,21.1,65.7,9.4,9.3,6.3,106.6
Thursday,Day,0,26,435,2.29,16.4,84.4,3.7,7.0,15.5,86.6
Thursday,Night,0,45,291,2.26,24.0,77.0,3.5,4.1,12.2,106.4
Thursday,Evening,0,44,308,3.09,24.9,73.8,3.1,8.4,8.8,95.4
Wednesday,Evening,0,27,738,2.36,29.4,53.0,10.9,19.5,15.0,80.5
Tuesday,Evening,1,50,765,2.47,17.9,79.9,3.3,8.2,21.6,135.1
Thursday,Evening,0,50,582,1.78,18.0,67.2,9.1,10.9,16.4,129.8
Wednesday,Day,0,40,406,2.96,26.5,70.8,2.1,14.8,12.9,97.4
Sunday,Night,0,29,431,3.65,19.6,86.5,6.7,10.3,23.4,78.0
Tuesday,Evening,0,31,368,2.23,19.3,67.7,6.0,11.7,0.3,83.3
Wednesday,Evening,0,34,325,3.36,29.5,68.7,8.9,10.0,4.2,69.4
Wednesday,Evening,0,25,394,2.77,13.8,79.9,8.5,3.0,8.7,93.3
Thursday,Day,0,29,601,1.83,34.3,86.7,5.4,8.6,21.9,92.8
Thursday,Day,0,23,555,2.31,18.3,74.0,3.6,9.3,18.6,99.7
Friday,Day,0,23,408,2.27,27.2,92.7,10.1,25.0,0.0,77.8
Sunday,Day,0,46,445,2.63,21.3,65.2,3.3,4.2,8.9,104.4
Wednesday,Evening,0,22,521,3.03,23.6,63.5,0.0,9.0,2.7,95.8
Friday,Night,0,35,401,3.82,20.4,62.6,0.0,5.7,11.7,59.9
Monday,Day,0,34,463,2.01,27.1,61.5,0.4,23.6,18.3,87.5
Tuesday,Day,0,19,503,2.53,19.9,81.4,7.0,17.6,18.8,81.2
Thursday,Evening,0,49,492,2.31,18.6,68.2,11.8,8.9,13.9,90.3
Monday,Day,1,55,659,2.1,32.9,65.9,0.0,0.1,9.0,146.8
Friday,Night,0,42,393,2.85,22.2,81.8,2.9,18.2,11.3,88.2
Friday,Day,0,43,448,2.8,17.9,86.2,5.5,1.7,16.8,115.5
Saturday,Day,1,26,582,1.8,13.1,90.5,9.8,1.0,28.4,123.7
Thursday,Day,0,50,327,2.81,33.2,86.8,2.8,15.4,3.7,111.2
Friday,Night,0,47,444,2.14,18.7,68.8,7.0,11.3,23.1,95.7
Wednesday,Day,0,34,548,2.81,34.4,80.8,4.4,10.5,13.7,98.6
Monday,Evening,1,44,484,3.5,24.4,85.0,13.0,4.4,17.7,119.0
Monday,Day,0,54,481,3.05,22.9,73.3,5.6,1.4,13.3,128.0
Friday,Day,0,40,575,2.9,23.0,79.6,6.3,0.2,21.8,108.0
Sunday,Night,0,25,256,2.51,35.3,65.5,5.5,10.5,14.3,56.8
Monday,Day,0,30,429,2.84,8.8,71.7,4.0,2.1,7.5,94.5
Thursday,Day,1,25,811,3.11,23.3,83.7,8.0,11.9,15.2,96.4
Saturday,Evening,0,30,542,3.06,20.4,93.1,1.7,2.5,19.9,120.0
Saturday,Night,0,51,287,2.75,20.7,89.5,0.0,9.0,12.0,111.3
Thursday,Day,1,25,718,2.92,22.9,86.6,4.7,2.8,0.0,104.8
Friday,Day,0,51,429,2.08,20.4,78.8,7.6,14.4,11.2,119.8
Friday,Night,0,28,521,2.4,23.1,77.2,3.5,10.1,12.7,84.9
Saturday,Evening,0,36,424,3.19,21.9,63.5,5.8,8.4,11.7,95.5
Monday,Night,0,38,405,3.26,14.1,69.6,1.5,3.3,8.5,95.7
Sunday,Evening,0,22,404,2.85,24.3,70.0,8.4,1.6,21.3,86.8
Monday,Evening,0,24,435,3.61,26.3,83.7,7.2,10.5,0.0,73.4
Saturday,Day,0,29,456,3.08,18.7,87.4,5.3,4.5,12.7,94.7
Monday,Day,0,20,434,2.67,33.2,85.4,5.7,7.9,12.8,88.1
Tuesday,Evening,0,46,333,2.13,30.0,89.8,1.0,7.6,26.7,90.6
Monday,Evening,1,38,662,3.59,27.1,80.7,1.2,7.1,11.9,113.6
Thursday,Night,0,50,447,3.22,27.0,68.2,4.8,17.7,15.1,100.1
Wednesday,Evening,0,50,296,3.79,22.2,77.5,6.7,7.3,12.9,83.2
Tuesday,Day,0,31,559,3.99,28.8,70.8,6.9,2.9,12.7,94.2
Thursday,Evening,0,49,438,2.09,31.4,84.6,4.1,12.6,24.3,96.2
Wednesday,Evening,0,20,465,2.09,26.8,74.4,7.4,12.2,4.2,63.2
Saturday,Day,0,34,583,1.3,18.6,77.0,9.5,4.0,7.3,109.7
Sunday,Evening,0,43,486,3.31,21.8,84.9,4.9,3.4,17.3,111.3
Friday,Evening,1,35,771,3.16,25.4,72.6,6.1,10.1,13.8,98.9
Monday,Day,0,46,427,2.85,27.0,87.6,4.6,2.2,10.0,126.9
Wednesday,Evening,0,50,548,2.13,21.5,64.5,4.8,10.2,11.5,116.4
Sunday,Evening,0,34,467,2.75,18.6,81.1,5.7,21.3,18.4,87.5
Monday,Night,0,28,458,2.9,31.5,77.1,10.3,12.4,15.4,60.9
Wednesday,Day,0,40,508,3.23,15.6,86.3,7.9,22.2,7.0,106.3
Sunday,Evening,0,51,573,2.95,16.4,64.3,7.7,8.0,13.7,133.8
Sunday,Evening,0,55,524,3.17,14.0,62.7,3.8,8.0,11.7,118.4
Wednesday,Evening,0,48,408,2.73,16.3,85.5,2.5,8.7,15.3,110.8
Friday,Day,0,27,439,3.45,29.5,74.1,6.4,11.0,9.8,74.1
Thursday,Night,0,25,425,3.15,29.7,77.1,8.9,10.5,3.5,80.1
Saturday,Night,1,39,573,2.15,21.6,73.4,10.4,3.5,16.7,115.1
Monday,Evening,0,33,335,3.56,25.0,87.1,0.0,7.4,15.8,87.0
Tuesday,Evening,0,41,243,3.47,21.9,81.0,12.5,17.3,21.9,70.7
Friday,Day,0,53,353,3.06,14.8,80.4,6.5,2.8,2.8,117.3
Tuesday,Evening,0,38,634,2.95,35.3,66.3,7.9,8.7,11.5,94.3
Friday,Day,0,31,438,3.71,30.2,83.0,0.0,10.8,10.4,101.6
Wednesday,Evening,0,51,631,1.9,24.1,68.1,4.5,10.8,9.2,123.5
Sunday,Day,0,34,513,3.48,16.9,71.4,7.7,1.6,1.2,118.2
Saturday,Evening,0,40,485,2.54,20.7,64.3,1.7,2.7,4.5,106.4
Thursday,Day,0,23,332,3.4,17.8,76.4,0.0,16.9,13.9,60.7
Saturday,Evening,0,37,490,2.87,22.6,88.6,6.2,16.7,8.5,121.6
Tuesday,Evening,0,34,625,2.12,23.9,80.3,5.1,7.7,6.2,111.2
Thursday,Day,0,22,623,2.53,20.0,73.6,9.5,9.7,22.0,94.2
Tuesday,Day,0,26,491,3.36,13.3,79.1,4.7,3.1,28.6,87.5
Sunday,Night,0,44,321,2.68,34.8,79.0,4.9,2.0,11.6,86.8
Saturday,Evening,0,24,399,2.46,23.4,78.7,7.3,1.1,1.5,91.6
Sunday,Day,0,23,394,2.45,24.7,79.8,8.3,2.0,14.8,73.6
Sunday,Day,1,20,776,3.15,19.5,69.6,3.1,9.7,0.0,101.3
Sunday,Day,0,19,630,3.76,12.6,79.1,8.0,6.8,2.5,105.1
Tuesday,Evening,0,34,464,1.62,21.5,60.4,3.6,8.4,14.9,97.7
Sunday,Evening,0,36,426,4.34,20.1,83.8,5.2,8.2,2.3,100.5
